City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,avarua,-21.2078,-159.775,23.03,73,75,5.66,CK,1667034492
84,saldanha,-33.0117,17.9442,19.53,68,100,4.76,ZA,1667034492
85,tiksi,71.6872,128.8694,-20.14,96,65,3.97,RU,1667034493
86,fremont,37.5483,-121.9886,13.35,82,0,2.06,US,1667034115
87,akdepe,42.0551,59.3788,16.7,37,100,3.83,TM,1667034495
88,plettenberg bay,-34.0527,23.3716,22.79,51,100,2.82,ZA,1667034495
89,damietta,31.4165,31.8133,24.15,61,0,3.83,EG,1667034497
90,vila velha,-20.3297,-40.2925,24.41,86,0,3.09,BR,1667034362
91,yulara,-25.2406,130.9889,22.23,76,73,5.16,AU,1667034498
92,norman wells,65.282,-126.8329,-10.17,98,100,0.49,CA,1667034499
93,grindavik,63.8424,-22.4338,4.26,100,100,4.63,IS,1667034500
94,kununurra,-15.7667,128.7333,36.99,23,1,6.17,AU,1667034501
95,leningradskiy,69.3833,178.4167,-11.16,90,100,10.5,RU,1667034501
96,eureka,40.8021,-124.1637,8.65,59,100,1.87,US,1667034502
97,carnarvon,-24.8667,113.6333,21.04,68,75,10.29,AU,1667034504
98,butaritari,3.0707,172.7902,27.52,73,95,7.4,KI,1667034504
99,nanchang,28.6833,115.8833,20.65,55,7,4.95,CN,1667034505
100,thinadhoo,0.5333,72.9333,27.3,79,99,9.54,MV,1667034506
101,tabou,4.423,-7.3528,27.07,80,20,2.33,CI,1667034305
102,naze,28.3667,129.4833,21.51,77,69,9.84,JP,1667034507
103,havoysund,70.9963,24.6622,5.13,83,100,8.37,NO,1667034508
104,pangkalanbuun,-2.6833,111.6167,29.08,67,100,2.42,ID,1667034410
105,nagapattinam,10.7667,79.8333,28.94,67,100,5.85,IN,1667034509
106,halifax,44.6453,-63.5724,3.06,91,96,0.59,CA,1667034020
107,kapaa,22.0752,-159.319,25.18,86,20,7.72,US,1667034511
108,flinders,-34.5833,150.8552,18.47,57,0,6.5,AU,1667034511
109,del rio,29.3627,-100.8968,14.06,76,0,4.63,US,1667034512
110,talnakh,69.4865,88.3972,-4.33,92,99,6.51,RU,1667034513
111,cajamarca,-7.1638,-78.5003,8.9,67,100,0.65,PE,1667034514
112,port lincoln,-34.7333,135.8667,13.34,65,1,4.89,AU,1667034514
113,presidente epitacio,-21.7633,-52.1156,22.09,83,94,1.95,BR,1667034515
114,mandera,3.9366,41.867,31.62,47,9,3.2,KE,1667034516
115,lata,40.1629,-8.3327,16.07,93,100,1.93,PT,1667034517
116,male,4.1748,73.5089,29.97,74,75,2.57,MV,1667034518
117,vaitape,-16.5167,-151.75,26.62,75,100,5.89,PF,1667034519
118,emba,48.8264,58.1442,4.73,49,99,6.87,KZ,1667034520
119,hinton,53.4001,-117.5857,4.01,54,36,6.12,CA,1667034520
120,okhotsk,59.3833,143.3,-3.39,64,19,5.4,RU,1667034521
121,pangnirtung,66.1451,-65.7125,-5.24,75,100,3.39,CA,1667034522
122,cambridge,43.3601,-80.3127,2.38,100,20,1.03,CA,1667034244
123,rapid valley,44.0625,-103.1463,9.68,36,0,7.2,US,1667034296
124,basco,20.4487,121.9702,26.63,87,100,14.59,PH,1667034524
125,saint george,37.1041,-113.5841,9.33,43,0,1.54,US,1667034525
126,mwene-ditu,-7.0,23.45,23.08,79,100,1.62,CD,1667034526
127,lorengau,-2.0226,147.2712,27.73,76,98,2.25,PG,1667034527
128,hamilton,39.1834,-84.5333,8.15,76,0,1.44,US,1667034004
129,coihaique,-45.5752,-72.0662,-2.51,98,34,2.44,CL,1667034256
130,nhulunbuy,-12.2333,136.7667,31.34,66,38,3.6,AU,1667034528
131,ulladulla,-35.35,150.4667,16.34,51,0,5.02,AU,1667034089
132,oistins,13.0667,-59.5333,27.05,89,75,5.14,BB,1667034493
133,tonj,7.2737,28.6822,30.08,54,97,1.13,SS,1667034530
134,upernavik,72.7868,-56.1549,-7.61,73,100,11.36,GL,1667034532
135,saint-philippe,-21.3585,55.7679,25.77,76,54,3.34,RE,1667034533
136,khuzdar,27.7384,66.6434,26.61,11,96,1.59,PK,1667034534
137,kaitangata,-46.2817,169.8464,11.99,98,89,1.72,NZ,1667034534
138,chapais,49.7834,-74.8492,2.62,67,100,5.43,CA,1667034535
139,ternate,0.8,127.4,28.47,75,77,3.55,ID,1667034536
140,kumluca,36.3703,30.2869,23.94,40,0,2.28,TR,1667034537
141,marsh harbour,26.5412,-77.0636,26.69,73,1,7.44,BS,1667034333
142,namibe,-15.1961,12.1522,22.07,79,98,2.94,AO,1667034539
143,hay river,60.8156,-115.7999,-6.57,92,59,2.85,CA,1667034539
144,vao,-22.6667,167.4833,24.62,82,59,3.53,NC,1667034540
145,porto novo,6.4965,2.6036,29.08,70,83,1.85,BJ,1667034541
146,sawtell,-30.3833,153.1,19.01,68,57,2.57,AU,1667034542
147,rocha,-34.4833,-54.3333,14.83,76,100,2.65,UY,1667034542
148,wanaka,-44.7,169.15,13.39,96,91,2.78,NZ,1667034529
149,iqaluit,63.7506,-68.5145,-11.14,87,83,3.4,CA,1667034544
150,cayenne,4.9333,-52.3333,24.02,100,75,1.54,GF,1667034545
151,joao pinheiro,-17.7425,-46.1725,22.46,46,50,3.48,BR,1667034545
152,tasiilaq,65.6145,-37.6368,2.09,98,100,4.32,GL,1667034546
153,guamuchil,25.4667,-108.1,19.82,74,15,1.35,MX,1667034547
154,saucillo,28.0167,-105.2833,10.32,48,3,0.53,MX,1667034548
155,snihurivka,47.0758,32.8052,16.25,53,9,4.19,UA,1667034549
156,balatonlelle,46.7832,17.695,12.05,63,8,3.01,HU,1667034549
157,olinda,-8.0089,-34.8553,25.85,73,40,4.63,BR,1667034340
158,bengkulu,-3.8004,102.2655,27.36,76,65,3.12,ID,1667034551
159,katobu,-4.9408,122.5276,27.05,80,100,1.29,ID,1667034552
160,huanren,41.2647,125.3667,6.73,52,3,0.49,CN,1667034552
161,hermanus,-34.4187,19.2345,26.0,67,100,4.34,ZA,1667034553
162,kruisfontein,-34.0033,24.7314,26.05,35,100,2.85,ZA,1667034554
163,vostok,46.4856,135.8833,-1.89,89,50,1.03,RU,1667034555
164,liaqatabad,31.5647,74.3029,32.02,29,0,4.12,PK,1667034556
165,tarko-sale,64.9225,77.785,-5.97,86,37,8.96,RU,1667034557
166,tigil,57.8,158.6667,-6.38,94,92,2.81,RU,1667034558
167,tulun,54.5611,100.5792,0.28,62,100,2.43,RU,1667034558
168,kavieng,-2.5744,150.7967,28.4,76,69,4.47,PG,1667034559
169,isla aguada,18.7833,-91.4667,26.51,76,48,5.8,MX,1667034560
170,alyangula,-13.8483,136.4192,29.99,63,7,3.54,AU,1667034561
171,kloulklubed,7.0419,134.2556,29.18,78,100,3.67,PW,1667034562
172,nuuk,64.1835,-51.7216,1.34,64,75,4.12,GL,1667034563
173,cherskiy,68.75,161.3,-19.47,99,99,1.77,RU,1667034564
174,tuy hoa,13.0833,109.3,25.52,87,40,6.96,VN,1667034565
175,ilulissat,69.2167,-51.1,1.01,93,75,4.12,GL,1667034565
176,lebu,-37.6167,-73.65,12.17,95,87,5.99,CL,1667034566
177,ambon,-3.6954,128.1814,30.08,74,40,1.03,ID,1667034567
178,la ronge,55.1001,-105.2842,4.73,58,0,4.34,CA,1667034568
179,ostrovnoy,68.0531,39.5131,3.53,98,100,10.24,RU,1667034569
180,poum,-20.2333,164.0167,26.14,76,7,0.66,NC,1667034569
181,itarema,-2.9248,-39.9167,25.72,81,88,6.49,BR,1667034570
182,caceres,39.522,-6.3748,18.99,43,27,1.27,ES,1667034571
183,mogadishu,2.0371,45.3438,26.86,74,82,3.29,SO,1667034572
184,champerico,14.3,-91.9167,25.02,85,60,2.07,GT,1667034573
185,mackay,-21.15,149.2,26.49,72,0,2.12,AU,1667034574
186,dolinsk,47.35,142.8,6.84,96,99,3.2,RU,1667034574
187,natal,-5.795,-35.2094,23.36,94,40,3.09,BR,1667033990
188,krasnaya gorbatka,55.8703,41.7641,7.44,94,100,3.72,RU,1667034576
189,victoria,22.2855,114.1577,29.03,65,89,2.68,HK,1667034577
190,kankon,15.0167,74.0167,32.89,48,28,1.63,IN,1667034577
191,wahlstedt,53.95,10.2167,14.39,99,99,3.32,DE,1667034579
192,takoradi,4.8845,-1.7554,27.86,73,28,2.45,GH,1667034579
193,smithers,54.7804,-127.1743,-3.39,90,8,1.5,CA,1667034312
194,alice,27.7523,-98.0697,13.08,79,0,2.57,US,1667034581
195,jonkoping,57.7814,14.1562,12.99,87,98,8.75,SE,1667034582
196,harper,4.375,-7.7169,26.99,80,70,2.11,LR,1667034582
197,olavarria,-36.8927,-60.3225,16.68,74,100,2.65,AR,1667034583
198,aklavik,68.2191,-135.0107,-13.4,98,98,0.87,CA,1667034584
199,khatanga,71.9667,102.5,-15.94,91,100,1.55,RU,1667034585
200,mangrol,21.1167,70.1167,30.76,40,0,2.96,IN,1667034586
201,connersville,39.6412,-85.1411,6.96,75,0,0.89,US,1667034586
202,nokaneng,-19.6667,22.2667,35.44,19,1,4.63,BW,1667034587
203,torbay,47.6666,-52.7314,5.15,84,0,6.03,CA,1667034588
204,caravelas,-17.7125,-39.2481,23.43,89,16,2.5,BR,1667034589
205,san cristobal,7.7669,-72.225,18.17,95,88,1.71,VE,1667034590
206,tessalit,20.1986,1.0114,27.07,18,0,8.64,ML,1667034591
207,port hardy,50.6996,-127.4199,9.06,94,100,3.25,CA,1667034591
208,moron,-34.6534,-58.6198,19.99,64,62,1.8,AR,1667034593
209,mitsamiouli,-11.3847,43.2844,26.2,74,10,3.31,KM,1667034594
210,omaruru,-21.4333,15.9333,31.35,8,17,1.99,NA,1667034595
211,the valley,18.217,-63.0578,27.92,76,70,7.95,AI,1667034596
212,hambantota,6.1241,81.1185,32.19,70,40,2.06,LK,1667034596
213,lasa,46.6166,10.7002,20.06,48,72,0.17,IT,1667034597
214,dakoro,14.5106,6.765,28.86,15,0,8.39,NE,1667034598
215,sitka,57.0531,-135.33,3.94,81,100,5.66,US,1667034599
216,bethel,41.3712,-73.414,5.35,86,0,0.0,US,1667034600
217,nerekhta,57.4588,40.5747,8.94,94,100,4.4,RU,1667034601
218,broken hill,-31.95,141.4333,21.65,38,75,4.06,AU,1667034602
219,tequila,20.8833,-103.8333,14.78,79,0,0.74,MX,1667034602
220,farah,32.5,62.5,28.27,10,12,3.34,AF,1667034603
221,axim,4.8699,-2.2405,28.1,72,37,2.46,GH,1667034604
222,kholodnyy,62.7167,147.95,-14.35,97,100,0.96,RU,1667034605
223,sungairaya,0.7,108.9,28.41,72,100,3.93,ID,1667034605
224,port elizabeth,-33.918,25.5701,27.28,68,89,1.79,ZA,1667034606
225,severo-kurilsk,50.6789,156.125,3.63,68,76,3.93,RU,1667034607
226,dikson,73.5069,80.5464,-6.83,95,100,3.3,RU,1667034608
227,dakar,14.6937,-17.4441,26.49,70,80,4.34,SN,1667034504
228,ahipara,-35.1667,173.1667,18.05,94,99,5.24,NZ,1667034609
229,aguimes,27.9054,-15.4461,24.81,36,0,6.71,ES,1667034610
230,luwingu,-10.2621,29.9271,33.28,15,90,3.16,ZM,1667034611
231,narrabri,-30.3167,149.7833,17.51,59,81,2.27,AU,1667034612
232,pemba,-12.974,40.5178,26.98,68,93,5.41,MZ,1667034612
233,kirakira,-10.4544,161.9205,26.72,80,28,1.32,SB,1667034613
234,orlik,52.5178,99.825,-3.24,89,100,1.99,RU,1667034614
235,thompson,55.7435,-97.8558,-0.13,89,0,3.24,CA,1667034615
236,sioux lookout,50.1001,-91.917,7.72,64,100,4.14,CA,1667034616
237,pilar,-9.5972,-35.9567,21.96,83,96,2.63,BR,1667034617
238,novikovo,51.1537,37.8879,10.85,76,100,5.2,RU,1667034618
239,khilok,51.3674,110.4676,3.4,52,100,0.54,RU,1667034619
240,snasa,64.2457,12.3778,5.67,78,100,8.5,NO,1667034620
241,liepaja,56.5419,21.0367,12.99,100,100,6.69,LV,1667034621
242,chipinge,-20.1883,32.6236,24.12,51,59,3.39,ZW,1667034622
243,tilichiki,60.4667,166.1,-13.65,86,5,2.66,RU,1667034623
244,labuhan,-6.8844,112.2051,29.69,58,83,2.33,ID,1667034624
245,lazaro cardenas,17.9583,-102.2,24.96,89,51,1.49,MX,1667034625
246,baruun-urt,46.6806,113.2792,8.54,47,100,2.73,MN,1667034626
247,isangel,-19.55,169.2667,25.22,87,16,2.46,VU,1667034626
248,olafsvik,64.8945,-23.7142,5.68,77,96,4.74,IS,1667034627
249,buala,-8.145,159.5921,27.4,81,99,1.23,SB,1667034628
250,erzin,36.9559,36.2,25.07,22,0,1.49,TR,1667034629
251,san patricio,28.017,-97.5169,17.92,71,0,4.76,US,1667034630
252,puebloviejo,10.9938,-74.2844,24.46,79,80,2.2,CO,1667034631
253,turukhansk,65.8167,87.9833,-6.89,94,85,5.43,RU,1667034383
254,lagoa,39.05,-27.9833,16.64,57,79,4.76,PT,1667034632
255,te anau,-45.4167,167.7167,12.03,97,100,0.98,NZ,1667034633
256,roald,62.5833,6.1333,12.09,93,75,3.6,NO,1667034386
257,buraydah,26.326,43.975,32.45,9,27,3.05,SA,1667034634
258,east wenatchee bench,47.4257,-120.2812,7.4,74,0,0.0,US,1667034635
259,dingle,10.9995,122.6711,25.9,89,100,6.97,PH,1667034636
260,mangan,27.5167,88.5333,24.59,55,5,2.67,IN,1667034638
261,santa luzia,-19.7697,-43.8514,20.5,82,80,1.93,BR,1667034639
262,bilibino,68.0546,166.4372,-18.21,99,100,0.43,RU,1667034639
263,ancud,-41.8697,-73.8203,7.65,94,100,3.06,CL,1667034640
264,huarmey,-10.0681,-78.1522,15.6,92,29,3.43,PE,1667034641
265,dashitou,43.3067,128.5114,1.8,56,3,0.6,CN,1667034642
266,mahebourg,-20.4081,57.7,27.16,57,20,5.66,MU,1667034642
267,esperance,-33.8667,121.9,12.91,87,100,7.55,AU,1667034643
268,rincon,32.296,-81.2354,16.98,90,100,2.57,US,1667034644
269,leshukonskoye,64.8989,45.7622,1.7,99,100,2.51,RU,1667034645
270,stokmarknes,68.5646,14.9108,4.98,93,75,4.12,NO,1667034646
271,sorland,67.667,12.6934,5.92,82,72,15.46,NO,1667034646
272,hasaki,35.7333,140.8333,17.22,53,3,10.37,JP,1667034647
273,verkhnevilyuysk,63.4453,120.3167,-7.69,89,100,3.56,RU,1667034648
274,puerto lopez,4.0845,-72.956,22.67,95,100,1.57,CO,1667034649
275,tura,25.5198,90.2201,26.32,65,0,1.52,IN,1667034649
276,gamba,-2.65,10.0,26.94,73,96,1.95,GA,1667034650
277,chicama,-7.8447,-79.1469,14.3,90,69,1.74,PE,1667034651
278,ayna,-12.65,-73.9167,15.19,92,100,0.85,PE,1667034652
279,verin,41.9415,-7.4381,14.76,93,100,0.85,ES,1667034652
280,komsomolskiy,40.4272,71.7189,18.4,34,36,2.06,UZ,1667034653
281,bunia,1.5667,30.25,21.39,81,100,0.94,CD,1667034654
282,sur,22.5667,59.5289,30.09,46,0,4.44,OM,1667034655
283,kathmandu,27.7167,85.3167,23.12,43,40,3.6,NP,1667033788
284,vangaindrano,-23.35,47.6,25.51,72,100,2.69,MG,1667034657
285,grand gaube,-20.0064,57.6608,27.22,70,3,4.37,MU,1667034658
286,gustrow,53.7972,12.1734,15.56,94,75,2.57,DE,1667034658
287,kaputa,-8.4689,29.6619,30.78,40,100,3.44,ZM,1667034659
288,victor harbor,-35.5667,138.6167,15.38,73,53,4.2,AU,1667034661
289,lompoc,34.6391,-120.4579,10.88,97,100,2.57,US,1667034661
290,cidreira,-30.1811,-50.2056,18.69,93,22,4.78,BR,1667034662
291,alvorada,-12.48,-49.1247,23.1,91,100,1.13,BR,1667034663
292,santa fe,-31.6333,-60.7,21.06,71,3,2.68,AR,1667034664
293,wajir,1.7471,40.0573,31.44,46,85,4.41,KE,1667034665
294,fort nelson,58.8053,-122.7002,-5.03,92,98,2.68,CA,1667034666
295,millinocket,45.6573,-68.7098,-1.44,100,20,0.0,US,1667034667
296,haines junction,60.7522,-137.5108,-7.7,81,93,1.27,CA,1667034667
297,sao joao da barra,-21.6403,-41.0511,24.05,86,90,4.29,BR,1667034668
298,bereda,43.2686,-7.5406,15.23,100,99,4.06,ES,1667034669
299,katsuura,35.1333,140.3,17.46,62,14,7.48,JP,1667034670
300,siteki,-26.45,31.95,22.9,39,28,2.43,SZ,1667034671
301,takayama,36.1333,137.25,5.83,90,0,2.12,JP,1667034489
302,yar-sale,66.8333,70.8333,-5.21,82,98,5.25,RU,1667034672
303,oltu,40.5498,42.0013,9.86,50,8,1.61,TR,1667034673
304,port hawkesbury,45.6169,-61.3485,2.8,94,11,2.04,CA,1667034437
305,laguna,38.421,-121.4238,14.32,78,0,3.09,US,1667034674
306,pochutla,15.7432,-96.4661,23.79,88,13,1.96,MX,1667034675
307,temir,49.1414,57.13,5.29,45,98,6.64,KZ,1667034676
308,lavrentiya,65.5833,-171.0,-6.69,81,94,5.0,RU,1667034676
309,omboue,-1.5746,9.2618,23.8,86,100,1.53,GA,1667034678
310,marienburg,54.0359,19.0266,16.58,76,75,7.75,PL,1667034461
311,qasigiannguit,68.8193,-51.1922,1.14,98,100,3.31,GL,1667034679
312,songjianghe,42.1859,127.479,0.62,58,3,1.04,CN,1667034680
313,camacha,33.0833,-16.3333,19.68,83,40,2.57,PT,1667034681
314,kaisiadorys,54.8667,24.45,13.94,79,99,4.56,LT,1667034681
315,muli,2.9167,73.5667,27.12,78,100,4.12,MV,1667034682
316,ayolas,-27.4,-56.9,19.89,97,97,0.81,PY,1667034683
317,uyuni,-20.4597,-66.825,0.12,23,0,2.7,BO,1667034684
318,westport,41.1415,-73.3579,8.75,79,0,3.6,US,1667034442
319,karpathos,35.507,27.2132,22.98,68,20,7.72,GR,1667034685
320,waipawa,-41.4122,175.5153,15.91,88,100,6.17,NZ,1667034604
321,kavaratti,10.5669,72.642,28.39,62,20,3.13,IN,1667034686
322,crixas,-14.5489,-49.9692,21.87,89,98,1.67,BR,1667034687
323,santa rosalia,27.3167,-112.2833,20.78,51,59,2.62,MX,1667034688
324,banda aceh,5.5577,95.3222,28.33,73,89,1.75,ID,1667034689
325,inhambane,-23.865,35.3833,24.56,75,86,7.56,MZ,1667034690
326,varhaug,58.6147,5.6457,12.75,94,56,5.68,NO,1667034547
327,mahajanga,-15.7167,46.3167,31.01,66,20,6.69,MG,1667034691
328,mangai,-4.05,19.5333,30.3,52,100,1.53,CD,1667034692
329,hongjiang,27.11,109.9956,17.56,83,100,1.86,CN,1667034693
330,manzanillo,20.3433,-77.1167,22.24,91,12,2.96,CU,1667034694
331,fairbanks,64.8378,-147.7164,-14.95,83,0,2.06,US,1667034695
332,nyurba,63.2842,118.3319,-5.72,94,100,4.17,RU,1667034695
333,santa lucia,27.9117,-15.5407,22.09,36,0,6.69,ES,1667034696
334,mayahi,13.9553,7.6712,29.14,16,73,8.24,NE,1667034697
335,buchanan,5.8808,-10.0467,27.54,76,27,1.69,LR,1667034698
336,palana,59.1167,159.9667,-6.43,84,88,5.32,RU,1667034698
337,luanda,-8.8368,13.2343,28.0,65,75,2.57,AO,1667034699
338,ponta do sol,32.6667,-17.1,23.17,83,90,1.06,PT,1667034700
339,urman,54.8831,56.8742,3.06,52,100,2.6,RU,1667034701
340,de aar,-30.6497,24.0123,26.72,37,100,10.82,ZA,1667034701
341,collierville,35.042,-89.6645,15.87,84,75,1.54,US,1667034656
342,krasnovishersk,60.4078,57.082,0.75,97,100,3.93,RU,1667034703
343,marawi,7.9986,124.2928,22.08,92,92,4.64,PH,1667034704
344,airai,-8.9266,125.4092,18.64,88,100,0.36,TL,1667034704
345,ukiah,39.1502,-123.2078,10.91,78,0,0.0,US,1667034705
346,sambava,-14.2667,50.1667,26.48,63,4,4.17,MG,1667034706
347,acapulco,16.8634,-99.8901,25.9,94,75,1.03,MX,1667034643
348,mbandaka,0.0487,18.2603,28.68,63,48,0.62,CD,1667034708
349,rawatsar,29.2833,74.3833,32.57,15,0,0.53,IN,1667034709
350,goderich,43.7501,-81.7165,7.0,67,3,3.62,CA,1667034710
351,boa vista,2.8197,-60.6733,24.99,88,20,1.03,BR,1667034492
352,pisco,-13.7,-76.2167,13.03,88,75,1.03,PE,1667034711
353,hoquiam,46.9809,-123.8893,9.45,95,75,0.0,US,1667034712
354,muroto,33.2833,134.15,18.93,59,3,6.52,JP,1667034713
355,lima,-12.0432,-77.0282,15.5,85,100,2.57,PE,1667034600
356,belmonte,-15.8631,-38.8828,24.27,86,33,3.15,BR,1667034714
357,lalibela,12.0333,39.0333,22.4,21,47,1.82,ET,1667034715
358,srivardhan,18.0333,73.0167,30.92,38,0,2.24,IN,1667034716
359,kysyl-syr,63.8986,122.7617,-13.03,95,99,2.34,RU,1667034716
360,conceicao do mato dentro,-19.0372,-43.425,18.79,74,9,0.86,BR,1667034717
361,hofn,64.2539,-15.2082,3.89,74,100,3.57,IS,1667034718
362,laiwu,36.1928,117.6569,17.14,51,62,1.0,CN,1667034719
363,bandarbeyla,9.4942,50.8122,27.75,59,11,6.31,SO,1667034720
364,ihosy,-22.4,46.1167,30.55,34,20,1.96,MG,1667034721
365,sao filipe,14.8961,-24.4956,26.39,70,100,3.08,CV,1667034722
366,srednekolymsk,67.45,153.6833,-22.68,100,73,1.51,RU,1667034722
367,leirvik,59.7798,5.5005,13.13,89,52,4.02,NO,1667034723
